"IANA_Name","Win_DisplayName","Daylight_Start","Daylight_End","Offset"
"America/Sao_Paulo","(UTC-03:00) Brasilia","At 03:00 on Sunday,Week 3 of Oct (2008)","At 04:00 on Saturday,Week 3 of Feb (2008)","01:00:00"
"America/Sao_Paulo","(UTC-03:00) Brasilia","At 03:00 on Tuesday,Week 1 of Jan (2019)","At 04:00 on Sunday,Week 3 of Feb (2019)","01:00:00"
"America/Sao_Paulo","(UTC-03:00) Brasilia","At 03:00 on Tuesday,Week 1 of Nov (0001)","At 04:00 on Saturday,Week 2 of Feb (2004)","01:00:00"
"America/Scoresbysund","(UTC-01:00) Azores","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"America/Sitka","(UTC-09:00) Alaska","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Sitka","(UTC-09:00) Alaska","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/St_Barthelemy","(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",,,
"America/St_Johns","(UTC-03:30) Newfoundland","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/St_Johns","(UTC-03:30) Newfoundland","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (2007)","01:00:00"
"America/St_Johns","(UTC-03:30) Newfoundland","At 03:00 on Sunday,Week 2 of Mar (2008)","At 04:00 on Sunday,Week 1 of Nov (2008)","01:00:00"
"America/St_Johns","(UTC-03:30) Newfoundland","At 03:00 on Sunday,Week 2 of Mar (2009)","At 04:00 on Sunday,Week 1 of Nov (2009)","01:00:00"
"America/St_Johns","(UTC-03:30) Newfoundland","At 03:00 on Sunday,Week 2 of Mar (2010)","At 04:00 on Sunday,Week 1 of Nov (2010)","01:00:00"
"America/St_Johns","(UTC-03:30) Newfoundland","At 03:00 on Sunday,Week 2 of Mar (2011)","At 04:00 on Sunday,Week 1 of Nov (2011)","01:00:00"
"America/St_Johns","(UTC-03:30) Newfoundland","At 03:00 on Sunday,Week 2 of Mar (2012)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/St_Kitts","(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",,,
"America/St_Lucia","(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",,,
"America/St_Thomas","(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",,,
"America/St_Vincent","(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",,,
"America/Tegucigalpa","(UTC-06:00) Central America",,,
"America/Thule","(UTC-04:00) Atlantic Time (Canada)","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Thule","(UTC-04:00) Atlantic Time (Canada)","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/Thunder_Bay","(UTC-05:00) Eastern Time (US & Canada)","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Thunder_Bay","(UTC-05:00) Eastern Time (US & Canada)","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/Tijuana","(UTC-08:00) Baja California","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2009)","01:00:00"
"America/Tijuana","(UTC-08:00) Baja California","At 03:00 on Sunday,Week 2 of Mar (2010)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/Toronto","(UTC-05:00) Eastern Time (US & Canada)","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Toronto","(UTC-05:00) Eastern Time (US & Canada)","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/Tortola","(UTC-04:00) Georgetown, La Paz, Manaus, San Juan",,,
"America/Vancouver","(UTC-08:00) Pacific Time (US & Canada)","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Vancouver","(UTC-08:00) Pacific Time (US & Canada)","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/Whitehorse","(UTC-08:00) Pacific Time (US & Canada)","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Whitehorse","(UTC-08:00) Pacific Time (US & Canada)","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/Winnipeg","(UTC-06:00) Central Time (US & Canada)","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Winnipeg","(UTC-06:00) Central Time (US & Canada)","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/Yakutat","(UTC-09:00) Alaska","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Yakutat","(UTC-09:00) Alaska","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"America/Yellowknife","(UTC-07:00) Mountain Time (US & Canada)","At 03:00 on Sunday,Week 1 of Apr (0001)","At 04:00 on Sunday,Week 5 of Oct (2006)","01:00:00"
"America/Yellowknife","(UTC-07:00) Mountain Time (US & Canada)","At 03:00 on Sunday,Week 2 of Mar (2007)","At 04:00 on Sunday,Week 1 of Nov (9999)","01:00:00"
"Arctic/Longyearbyen","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Asia/Aden","(UTC+03:00) Kuwait, Riyadh",,,
"Asia/Almaty","(UTC+06:00) Astana",,,
"Asia/Amman","(UTC+02:00) Amman","At 03:00 on Thursday,Week 5 of Mar (0001)","At 04:00 on Friday,Week 5 of Oct (2011)","01:00:00"
"Asia/Amman","(UTC+02:00) Amman","At 03:00 on Thursday,Week 5 of Mar (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","01:00:00"
"Asia/Amman","(UTC+02:00) Amman","At 03:00 on Thursday,Week 5 of Mar (2014)","At 04:00 on Friday,Week 5 of Oct (9999)","01:00:00"
"Asia/Amman","(UTC+02:00) Amman","At 03:00 on Tuesday,Week 1 of Jan (2013)","At 04:00 on Friday,Week 3 of Dec (2013)","01:00:00"
"Asia/Anadyr","(UTC+12:00) Anadyr, Petropavlovsk-Kamchatsky","At 03:00 on Friday,Week 1 of Jan (2010)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Anadyr","(UTC+12:00) Anadyr, Petropavlovsk-Kamchatsky","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2009)","01:00:00"
"Asia/Anadyr","(UTC+12:00) Anadyr, Petropavlovsk-Kamchatsky","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Aqtau","(UTC+05:00) Ashgabat, Tashkent",,,
"Asia/Aqtobe","(UTC+05:00) Ashgabat, Tashkent",,,
"Asia/Ashgabat","(UTC+05:00) Ashgabat, Tashkent",,,
"Asia/Atyrau","(UTC+05:00) Ashgabat, Tashkent",,,
"Asia/Baghdad","(UTC+03:00) Baghdad","At 03:00 on Friday,Week 1 of Apr (2005)","At 04:00 on Saturday,Week 1 of Oct (2005)","01:00:00"
"Asia/Baghdad","(UTC+03:00) Baghdad","At 03:00 on Saturday,Week 1 of Apr (2006)","At 04:00 on Sunday,Week 1 of Oct (2006)","01:00:00"
"Asia/Baghdad","(UTC+03:00) Baghdad","At 03:00 on Sunday,Week 1 of Apr (2007)","At 04:00 on Monday,Week 1 of Oct (2007)","01:00:00"
"Asia/Baghdad","(UTC+03:00) Baghdad","At 03:00 on Thursday,Week 1 of Apr (0001)","At 04:00 on Friday,Week 1 of Oct (2004)","01:00:00"
"Asia/Bahrain","(UTC+03:00) Kuwait, Riyadh",,,
"Asia/Baku","(UTC+04:00) Baku","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2015)","01:00:00"
"Asia/Bangkok","(UTC+07:00) Bangkok, Hanoi, Jakarta",,,
"Asia/Barnaul","(UTC+07:00) Barnaul, Gorno-Altaysk","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 5 of Mar (2016)","-01:00:00"
"Asia/Barnaul","(UTC+07:00) Barnaul, Gorno-Altaysk","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Asia/Barnaul","(UTC+07:00) Barnaul, Gorno-Altaysk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Barnaul","(UTC+07:00) Barnaul, Gorno-Altaysk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Barnaul","(UTC+07:00) Barnaul, Gorno-Altaysk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 4 of Mar (2012)","At 04:00 on Saturday,Week 5 of Oct (2012)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 4 of Mar (2018)","At 04:00 on Saturday,Week 5 of Oct (2018)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2010)","At 04:00 on Saturday,Week 5 of Oct (2010)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 5 of Oct (2011)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2013)","At 04:00 on Saturday,Week 5 of Oct (2013)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2014)","At 04:00 on Saturday,Week 5 of Oct (2014)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2015)","At 04:00 on Saturday,Week 4 of Oct (2015)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2016)","At 04:00 on Saturday,Week 5 of Oct (2016)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2017)","At 04:00 on Saturday,Week 5 of Oct (2017)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2019)","At 04:00 on Saturday,Week 5 of Oct (2019)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2020)","At 04:00 on Saturday,Week 4 of Oct (2020)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Saturday,Week 5 of Mar (2021)","At 04:00 on Saturday,Week 5 of Oct (9999)","01:00:00"
"Asia/Beirut","(UTC+02:00) Beirut","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2009)","01:00:00"
"Asia/Bishkek","(UTC+06:00) Astana",,,
"Asia/Brunei","(UTC+08:00) Kuala Lumpur, Singapore",,,
"Asia/Chita","(UTC+09:00) Chita","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 5 of Mar (2016)","-01:00:00"
"Asia/Chita","(UTC+09:00) Chita","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Chita","(UTC+09:00) Chita","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Chita","(UTC+09:00) Chita","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Asia/Chita","(UTC+09:00) Chita","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Chita","(UTC+09:00) Chita","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Chita","(UTC+09:00) Chita","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","02:00:00"
"Asia/Choibalsan","(UTC+08:00) Ulaanbaatar","At 03:00 on Saturday,Week 5 of Mar (2015)","At 04:00 on Friday,Week 5 of Sep (2015)","01:00:00"
"Asia/Choibalsan","(UTC+08:00) Ulaanbaatar","At 03:00 on Saturday,Week 5 of Mar (2016)","At 04:00 on Friday,Week 4 of Sep (2016)","01:00:00"
"Asia/Colombo","(UTC+05:30) Sri Jayawardenepura",,,
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 1 of Apr (2005)","At 04:00 on Friday,Week 5 of Sep (2005)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 1 of Apr (2008)","At 04:00 on Friday,Week 5 of Oct (2008)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 1 of Apr (2010)","At 04:00 on Thursday,Week 5 of Oct (2010)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 1 of Apr (2011)","At 04:00 on Thursday,Week 5 of Oct (2011)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2007)","At 04:00 on Thursday,Week 1 of Nov (2007)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2009)","At 04:00 on Thursday,Week 5 of Oct (2009)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2012)","At 04:00 on Thursday,Week 5 of Oct (2012)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2013)","At 04:00 on Thursday,Week 4 of Oct (2013)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2014)","At 04:00 on Thursday,Week 5 of Oct (2014)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2015)","At 04:00 on Thursday,Week 5 of Oct (2015)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2016)","At 04:00 on Thursday,Week 5 of Oct (2016)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2017)","At 04:00 on Thursday,Week 5 of Oct (2017)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2018)","At 04:00 on Thursday,Week 5 of Oct (2018)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2019)","At 04:00 on Thursday,Week 4 of Oct (2019)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Friday,Week 5 of Mar (2020)","At 04:00 on Thursday,Week 5 of Oct (9999)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Saturday,Week 1 of Apr (2006)","At 04:00 on Thursday,Week 3 of Sep (2006)","01:00:00"
"Asia/Damascus","(UTC+02:00) Damascus","At 03:00 on Thursday,Week 1 of Apr (0001)","At 04:00 on Thursday,Week 5 of Sep (2004)","01:00:00"
"Asia/Dhaka","(UTC+06:00) Dhaka","At 03:00 on Friday,Week 3 of Jun (2009)","At 04:00 on Thursday,Week 5 of Dec (2009)","01:00:00"
"Asia/Dili","(UTC+09:00) Osaka, Sapporo, Tokyo",,,
"Asia/Dubai","(UTC+04:00) Abu Dhabi, Muscat",,,
"Asia/Dushanbe","(UTC+05:00) Ashgabat, Tashkent",,,
"Asia/Famagusta","(UTC+02:00) Athens, Bucharest","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Asia/Ho_Chi_Minh","(UTC+07:00) Bangkok, Hanoi, Jakarta",,,
"Asia/Hong_Kong","(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi",,,
"Asia/Hovd","(UTC+07:00) Hovd","At 03:00 on Saturday,Week 5 of Mar (0001)","At 04:00 on Saturday,Week 5 of Sep (2006)","01:00:00"
"Asia/Hovd","(UTC+07:00) Hovd","At 03:00 on Saturday,Week 5 of Mar (2015)","At 04:00 on Friday,Week 5 of Sep (2015)","01:00:00"
"Asia/Hovd","(UTC+07:00) Hovd","At 03:00 on Saturday,Week 5 of Mar (2016)","At 04:00 on Friday,Week 4 of Sep (2016)","01:00:00"
"Asia/Irkutsk","(UTC+08:00) Irkutsk","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Irkutsk","(UTC+08:00) Irkutsk","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Irkutsk","(UTC+08:00) Irkutsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Irkutsk","(UTC+08:00) Irkutsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Irkutsk","(UTC+08:00) Irkutsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Jakarta","(UTC+07:00) Bangkok, Hanoi, Jakarta",,,
"Asia/Jayapura","(UTC+09:00) Osaka, Sapporo, Tokyo",,,
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 1 of Apr (2005)","At 04:00 on Sunday,Week 2 of Oct (2005)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 1 of Apr (2011)","At 04:00 on Sunday,Week 1 of Oct (2011)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 4 of Mar (2017)","At 04:00 on Sunday,Week 5 of Oct (2017)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 4 of Mar (2018)","At 04:00 on Sunday,Week 5 of Oct (2018)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 4 of Mar (2023)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2006)","At 04:00 on Sunday,Week 1 of Oct (2006)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2007)","At 04:00 on Sunday,Week 3 of Sep (2007)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2008)","At 04:00 on Sunday,Week 1 of Oct (2008)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2009)","At 04:00 on Sunday,Week 5 of Sep (2009)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2010)","At 04:00 on Sunday,Week 2 of Sep (2010)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2012)","At 04:00 on Sunday,Week 4 of Sep (2012)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2013)","At 04:00 on Sunday,Week 5 of Oct (2013)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2015)","At 04:00 on Sunday,Week 5 of Oct (2015)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2016)","At 04:00 on Sunday,Week 5 of Oct (2016)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2019)","At 04:00 on Sunday,Week 5 of Oct (2019)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2020)","At 04:00 on Sunday,Week 5 of Oct (2020)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2021)","At 04:00 on Sunday,Week 5 of Oct (2021)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Friday,Week 5 of Mar (2022)","At 04:00 on Sunday,Week 5 of Oct (2022)","01:00:00"
"Asia/Jerusalem","(UTC+02:00) Jerusalem","At 03:00 on Wednesday,Week 1 of Apr (0001)","At 04:00 on Wednesday,Week 4 of Sep (2004)","01:00:00"
"Asia/Kabul","(UTC+04:30) Kabul",,,
"Asia/Kamchatka","(UTC+12:00) Anadyr, Petropavlovsk-Kamchatsky","At 03:00 on Friday,Week 1 of Jan (2010)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Kamchatka","(UTC+12:00) Anadyr, Petropavlovsk-Kamchatsky","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2009)","01:00:00"
"Asia/Kamchatka","(UTC+12:00) Anadyr, Petropavlovsk-Kamchatsky","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Karachi","(UTC+05:00) Islamabad, Karachi","At 03:00 on Saturday,Week 5 of May (2008)","At 04:00 on Friday,Week 5 of Oct (2008)","01:00:00"
"Asia/Karachi","(UTC+05:00) Islamabad, Karachi","At 03:00 on Tuesday,Week 2 of Apr (2009)","At 04:00 on Saturday,Week 5 of Oct (2009)","01:00:00"
"Asia/Kathmandu","(UTC+05:45) Kathmandu",,,
"Asia/Khandyga","(UTC+09:00) Yakutsk","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Khandyga","(UTC+09:00) Yakutsk","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Khandyga","(UTC+09:00) Yakutsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Khandyga","(UTC+09:00) Yakutsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Khandyga","(UTC+09:00) Yakutsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Kolkata","(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",,,
"Asia/Krasnoyarsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Krasnoyarsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Krasnoyarsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Krasnoyarsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Krasnoyarsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Asia/Kuala_Lumpur","(UTC+08:00) Kuala Lumpur, Singapore",,,
"Asia/Kuching","(UTC+08:00) Kuala Lumpur, Singapore",,,
"Asia/Kuwait","(UTC+03:00) Kuwait, Riyadh",,,
"Asia/Macau","(UTC+08:00) Beijing, Chongqing, Hong Kong, Urumqi",,,
"Asia/Magadan","(UTC+11:00) Magadan","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 5 of Apr (2016)","-01:00:00"
"Asia/Magadan","(UTC+11:00) Magadan","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Magadan","(UTC+11:00) Magadan","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Magadan","(UTC+11:00) Magadan","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Asia/Magadan","(UTC+11:00) Magadan","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Magadan","(UTC+11:00) Magadan","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Asia/Magadan","(UTC+11:00) Magadan","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","02:00:00"
"Asia/Makassar","(UTC+08:00) Kuala Lumpur, Singapore",,,
"Asia/Manila","(UTC+08:00) Kuala Lumpur, Singapore",,,
"Asia/Muscat","(UTC+04:00) Abu Dhabi, Muscat",,,
"Asia/Nicosia","(UTC+02:00) Athens, Bucharest","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Asia/Novokuznetsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Asia/Novokuznetsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Asia/Novokuznetsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Asia/Novokuznetsk","(UTC+07:00) Krasnoyarsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
